,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
3517,44.0,0.00129,0.5589999999999999,290400.0,0.928,0.0918,G#,0.253,-5.358,major,0.0768,142.907,0.211,electronic
7148,30.0,0.0138,0.537,282467.0,0.634,0.000654,B,0.13,-5.85,major,0.0254,95.02,0.312,anime
28675,72.0,0.0417,0.6679999999999999,278640.0,0.8859999999999999,0.0,C,0.4589999999999999,-3.474,major,0.1169999999999999,142.002,0.503,rap
41162,19.0,0.986,0.503,121680.0,0.1009999999999999,0.952,C,0.0878,-27.76,major,0.0356,89.57600000000001,0.613,classical
23832,41.0,0.291,0.5379999999999999,254040.0,0.665,7.16e-06,F#,0.0809,-5.189,major,0.0327,132.085,0.34,country
4674,36.0,0.0279999999999999,0.736,305415.0,0.519,0.629,C#,0.371,-11.081,major,0.0409,105.995,0.207,electronic
16393,53.0,0.147,0.6920000000000001,228133.0,0.4629999999999999,0.0,C,0.22,-9.506,major,0.0928,119.851,0.432,alternative
25213,61.0,0.00114,0.598,244693.0,0.939,9.26e-06,G,0.288,-3.663,major,0.105,95.884,0.63,rap
31831,33.0,0.0674,0.633,293560.0,0.7070000000000001,0.000247,C,0.195,-6.862,major,0.0361,108.758,0.5579999999999999,blues
14265,43.0,0.608,0.365,-1.0,0.172,0.93,A,0.305,-19.388,major,0.0336,119.95296059529068,0.0369,jazz
14653,30.0,0.191,0.7390000000000001,271733.0,0.687,0.845,G,0.115,-6.665,major,0.0266,106.027,0.67,jazz
37274,69.0,0.127,0.672,202194.0,0.642,0.0,F,0.1369999999999999,-4.552,major,0.0461,123.984,0.6559999999999999,rock
48464,74.0,0.118,0.767,192229.0,0.561,0.0,D,0.0737,-7.417999999999999,minor,0.0509,90.021,0.542,hip-hop
25697,64.0,0.0271,0.6940000000000001,-1.0,0.417,0.0,G#,0.178,-11.603,minor,0.1669999999999999,155.985,0.24,rap
33439,37.0,0.1009999999999999,0.669,302333.0,0.777,0.000655,A,0.0916,-7.354,major,0.0315,119.455,0.887,blues
37257,58.0,0.0146,0.565,-1.0,0.857,0.0,D,0.0606,-4.519,major,0.0384,126.072,0.632,rock
8958,26.0,0.00421,0.38,179467.0,0.7979999999999999,0.0,F#,0.0922,-3.627,major,0.129,185.024,0.872,anime
660,32.0,0.0107,0.72,249000.0,0.815,0.8059999999999999,D,0.687,-7.481,minor,0.0656,160.08700000000002,0.431,electronic
9144,25.0,0.021,0.547,-1.0,0.943,0.0,F,0.0998,-3.326,major,0.12,179.96599999999998,0.778,anime
24669,40.0,0.882,0.526,342573.0,0.0326,0.0129,A,0.0421,-23.88,major,0.0479,127.674,0.11,country
5613,24.0,0.586,0.581,306253.0,0.703,0.0,F,0.0745,-5.377000000000001,major,0.0328,80.028,0.507,anime
3701,31.0,1.28e-05,0.688,360296.0,0.87,0.748,A,0.215,-6.697,major,0.0499,127.967,0.174,electronic
31638,43.0,0.652,0.625,-1.0,0.425,0.000525,G,0.124,-9.962,major,0.0359,119.95296059529068,0.8290000000000001,blues
3285,36.0,0.00311,0.942,201333.0,0.623,0.0935,F,0.0412,-8.887,minor,0.206,135.07399999999998,0.337,electronic
28770,66.0,0.00705,0.851,237640.0,0.629,0.000372,C#,0.0746,-8.385,major,0.175,125.984,0.789,rap
46816,73.0,0.0279999999999999,0.755,202824.0,0.792,0.0,F#,0.0754,-4.238,major,0.0484,106.014,0.8440000000000001,hip-hop
37766,47.0,0.00564,0.752,193787.0,0.775,0.000138,F#,0.1169999999999999,-6.238,minor,0.036,97.004,0.37,rock
44833,0.0,0.922,0.436,218360.0,0.153,0.0,C,0.626,-25.469,major,0.33,145.668,0.267,classical
18271,55.0,0.775,0.797,219150.0,0.67,0.913,F,0.124,-6.216,minor,0.1669999999999999,119.95296059529068,0.748,alternative
39263,67.0,0.949,0.532,270400.0,0.0744,1.22e-05,C#,0.106,-16.092,major,0.0355,117.131,0.125,rock
43032,30.0,0.972,0.2739999999999999,190560.0,0.295,0.0,A#,0.083,-11.541,major,0.0351,119.95296059529068,0.1119999999999999,classical
39581,53.0,0.000126,0.436,189853.0,0.8690000000000001,6.23e-05,G,0.0896,-4.378,major,0.065,138.812,0.243,rock
40249,42.0,0.994,0.258,-1.0,0.0512,0.913,C#,0.0896,-30.005,major,0.0461,126.248,0.0668,classical
48093,53.0,0.25,0.856,183098.0,0.519,7.780000000000001e-05,C#,0.151,-10.677,major,0.27,125.029,0.286,hip-hop
7995,19.0,0.936,0.418,580107.0,0.314,0.836,D,0.147,-11.437,major,0.0397,103.783,0.131,anime
28059,56.0,0.151,0.62,243747.0,0.6579999999999999,1.11e-05,E,0.145,-6.053999999999999,minor,0.0638,138.995,0.589,rap
23125,47.0,0.67,0.5760000000000001,218827.0,0.528,0.0,D,0.347,-5.236000000000001,minor,0.0258,107.21,0.6629999999999999,country
22893,44.0,0.713,0.5820000000000001,206307.0,0.211,0.0,B,0.141,-15.67,major,0.0273,80.601,0.316,country
35533,55.0,0.00279,0.4579999999999999,-1.0,0.8220000000000001,0.0,G#,0.15,-6.613,minor,0.0431,104.103,0.6,rock
34752,28.0,0.382,0.5589999999999999,269520.0,0.4629999999999999,1.12e-05,D#,0.139,-5.693,major,0.0289,119.95296059529068,0.319,blues
34090,43.0,0.000682,0.441,240107.0,0.71,0.134,G#,0.121,-5.488,minor,0.0291,105.254,0.114,blues
25218,50.0,0.266,0.7809999999999999,180000.0,0.5589999999999999,0.0,C#,0.0726,-7.821000000000001,minor,0.255,119.95296059529068,0.589,rap
8735,18.0,0.542,0.7140000000000001,151000.0,0.22,0.736,C#,0.103,-17.942999999999998,major,0.0395,180.063,0.332,anime
31828,26.0,0.918,0.6609999999999999,164613.0,0.175,6e-06,F,0.353,-15.486,major,0.0433,104.251,0.6459999999999999,blues
28972,55.0,0.114,0.589,244133.0,0.477,0.0,A#,0.188,-9.025,major,0.29,125.867,0.841,rap
30589,42.0,0.074,0.314,293040.0,0.69,1.76e-05,E,0.195,-10.871,minor,0.0755,182.933,0.688,blues
42123,42.0,0.987,0.1689999999999999,333600.0,0.0378,0.0524,C,0.175,-24.96,minor,0.0416,126.634,0.0311,classical
49328,58.0,0.2789999999999999,0.8390000000000001,137143.0,0.563,0.0,D,0.111,-7.023,major,0.162,119.95296059529068,0.136,hip-hop
49912,57.0,0.244,0.787,231602.0,0.544,0.0,C#,0.213,-7.108,major,0.192,85.00299999999999,0.4,hip-hop
23286,0.0,0.0277,0.608,187190.0,0.633,0.0,G,0.102,-4.618,major,0.0294,140.035,0.805,country
23101,46.0,0.115,0.635,258044.0,0.429,0.0,A,0.0689,-9.926,minor,0.113,121.953,0.25,country
28651,51.0,0.209,0.53,140530.0,0.5760000000000001,0.0,C#,0.331,-7.605,minor,0.177,143.828,0.5589999999999999,rap
9137,17.0,0.0143,0.7020000000000001,228053.0,0.8140000000000001,0.0002009999999999,E,0.0747,-7.502000000000001,minor,0.0412,125.952,0.928,anime
40986,41.0,0.915,0.1689999999999999,-1.0,0.0819,0.769,G,0.0857,-23.949,minor,0.0468,119.95296059529068,0.0363,classical
37098,56.0,0.955,0.465,284867.0,0.242,0.0223,A,0.126,-10.46,major,0.0298,102.812,0.315,rock
24527,50.0,0.365,0.728,226627.0,0.484,7.780000000000001e-05,C#,0.126,-6.997000000000001,major,0.0282,119.95296059529068,0.7170000000000001,country
20771,40.0,0.0451,0.536,256813.0,0.765,6.97e-06,C,0.344,-1.991,major,0.0277,119.95296059529068,0.456,country
1211,29.0,0.00462,0.752,399547.0,0.875,0.0775,A#,0.165,-5.374,minor,0.0663,119.95296059529068,0.695,electronic
41423,32.0,0.985,0.36,-1.0,0.0671,0.6890000000000001,D#,0.163,-22.478,major,0.0441,79.915,0.583,classical
45158,68.0,0.124,0.863,236293.0,0.5760000000000001,0.0,F,0.143,-5.687,minor,0.239,132.054,0.8320000000000001,hip-hop
9484,31.0,0.248,0.6509999999999999,273661.0,0.785,0.00617,B,0.179,-6.16,minor,0.0288,105.211,0.5770000000000001,anime
39074,60.0,3.58e-06,0.349,287999.0,0.95,1.13e-05,C#,0.0716,-4.351,minor,0.102,187.955,0.401,rock
1830,35.0,0.166,0.483,272947.0,0.405,7.96e-05,D,0.297,-8.937000000000001,minor,0.0263,135.07399999999998,0.0543,electronic
46602,59.0,0.634,0.528,256415.0,0.7809999999999999,0.0,G,0.551,-7.702000000000001,major,0.544,102.582,0.313,hip-hop
35365,54.0,0.0361,0.6609999999999999,259107.0,0.713,2.27e-05,D,0.153,-7.825,major,0.0296,110.364,0.632,rock
31272,31.0,0.0877,0.557,190507.0,0.985,8.53e-05,C,0.1639999999999999,-2.317,major,0.0795,132.49200000000002,0.4589999999999999,blues
37068,53.0,0.0021899999999999,0.605,243800.0,0.789,0.0178,E,0.127,-7.035,minor,0.0338,119.95296059529068,0.434,rock
44701,34.0,0.995,0.305,-1.0,0.0038799999999999,0.836,A,0.0824,-37.986,major,0.0434,125.698,0.158,classical
4254,32.0,0.0382,0.875,129309.0,0.84,0.9,A#,0.0911,-6.476,minor,0.0502,126.206,0.98,electronic
22310,53.0,0.0784,0.773,217173.0,0.684,0.0,C,0.0868,-6.763,major,0.067,89.992,0.484,country
38362,60.0,0.0874,0.621,236440.0,0.843,0.000196,F#,0.106,-5.412000000000001,major,0.0315,132.01,0.445,rock
48041,58.0,0.302,0.746,282333.0,0.493,0.00957,B,0.109,-9.427,minor,0.0997,82.04,0.878,hip-hop
40835,35.0,0.947,0.259,206208.0,0.1889999999999999,0.947,F,0.416,-20.439,minor,0.0408,75.54899999999999,0.19,classical
42073,26.0,0.929,0.374,-1.0,0.0743,0.777,G,0.124,-26.061,minor,0.0383,76.057,0.285,classical
1848,35.0,0.0157,0.682,262187.0,0.5870000000000001,0.8,G,0.126,-10.335,major,0.0273,111.949,0.498,electronic
5337,21.0,9.63e-05,0.445,105720.0,0.698,0.982,A,0.29,-10.527,major,0.0404,162.54399999999998,0.192,anime
26241,60.0,0.0389,0.662,225307.0,0.763,0.0,C#,0.103,-8.455,major,0.377,170.03099999999998,0.5660000000000001,rap
12039,39.0,0.427,0.693,265427.0,0.38,0.0004059999999999,G,0.207,-8.16,major,0.0317,116.944,0.301,jazz
14586,35.0,0.981,0.363,-1.0,0.0502,0.965,D#,0.111,-15.767,major,0.0363,110.185,0.159,jazz
46662,70.0,0.235,0.68,230408.0,0.732,0.000174,A#,0.0705,-7.108,minor,0.27,75.422,0.8640000000000001,hip-hop
43605,47.0,0.6970000000000001,0.335,138000.0,0.372,5.36e-05,F,0.141,-16.127,major,0.037,127.129,0.821,classical
16967,51.0,0.0287,0.5660000000000001,355120.0,0.969,0.000442,D,0.281,-3.369,minor,0.046,119.95296059529068,0.6409999999999999,alternative
17865,53.0,0.0102,0.787,150108.0,0.382,0.0,C#,0.092,-9.983,major,0.45,86.779,0.392,alternative
24676,52.0,0.159,0.524,181920.0,0.634,0.0,F#,0.094,-7.382999999999999,major,0.0297,78.983,0.551,country
39607,63.0,0.0143,0.632,253800.0,0.893,5.29e-06,G,0.0741,-6.04,major,0.0454,149.97,0.773,rock
24250,35.0,0.00583,0.677,181093.0,0.611,0.0,C#,0.3339999999999999,-5.617999999999999,minor,0.0327,95.04,0.715,country
12238,44.0,0.342,0.703,268467.0,0.411,0.565,B,0.0895,-13.880999999999998,minor,0.0346,136.139,0.763,jazz
9148,11.0,0.00128,0.413,243107.0,0.996,0.207,G,0.346,-1.7009999999999998,major,0.253,152.023,0.21,anime
13604,2.0,0.107,0.8009999999999999,-1.0,0.659,0.948,B,0.114,-12.267,major,0.168,124.1,0.8220000000000001,jazz
17466,55.0,0.00108,0.3289999999999999,-1.0,0.6579999999999999,1.56e-06,A,0.0805,-5.57,major,0.0373,141.123,0.288,alternative
12028,42.0,0.16,0.752,278200.0,0.672,0.893,C,0.0822,-7.492999999999999,major,0.0298,104.003,0.657,jazz
26775,49.0,0.8440000000000001,0.7490000000000001,169849.0,0.596,0.0,F,0.143,-8.823,minor,0.132,129.951,0.433,rap
18465,51.0,0.0927,0.799,214427.0,0.496,0.00293,B,0.31,-8.304,minor,0.0391,119.95296059529068,0.5,alternative
37306,73.0,0.0148,0.439,236933.0,0.422,4.84e-05,G#,0.0697,-17.227,major,0.0409,81.833,0.551,rock
16493,61.0,0.2189999999999999,0.723,308040.0,0.626,0.00389,F#,0.0971,-8.759,minor,0.0291,110.98,0.4479999999999999,alternative
15568,48.0,0.546,0.353,411733.0,0.363,0.0,B,0.961,-9.107,major,0.0333,119.95296059529068,0.213,alternative
6933,16.0,0.0128,0.664,271693.0,0.857,2.4100000000000003e-05,F,0.321,-4.387,minor,0.0454,134.019,0.895,anime
23863,50.0,0.0006259999999999,0.457,224333.0,0.946,0.0,F,0.387,-3.315,major,0.0453,164.014,0.88,country
8902,47.0,0.0103,0.46,-1.0,0.99,4.75e-06,A,0.308,-1.054,major,0.124,91.003,0.439,anime
37203,74.0,0.0039299999999999,0.615,227265.0,0.858,0.0,C,0.0789,-3.3,major,0.0396,97.038,0.3229999999999999,rock
15097,49.0,0.8059999999999999,0.5539999999999999,60000.0,0.155,0.145,C,0.105,-18.272,major,0.469,151.29,0.325,alternative
4735,30.0,0.0004559999999999,0.6920000000000001,198406.0,0.978,0.698,F,0.286,-1.839,minor,0.115,150.096,0.487,electronic
21858,47.0,0.0584,0.6759999999999999,264880.0,0.623,0.0,C,0.0572,-8.702,major,0.0267,121.999,0.759,country
32480,40.0,0.76,0.3289999999999999,58427.0,0.143,0.0,G,0.074,-12.385,major,0.0453,190.726,0.578,blues
10902,50.0,0.32,0.601,229520.0,0.5579999999999999,0.375,E,0.0732,-8.353,minor,0.0441,92.948,0.416,jazz
8434,24.0,0.419,0.535,301613.0,0.3979999999999999,0.0,G,0.115,-7.483,major,0.0278,148.19,0.275,anime
32539,37.0,0.000633,0.315,167000.0,0.765,0.0768,D,0.0428,-5.5760000000000005,minor,0.0387,81.916,0.677,blues
35644,53.0,0.000103,0.382,274133.0,0.943,0.00011,G#,0.396,-5.434,major,0.0872,105.032,0.128,rock
31480,38.0,0.0719,0.603,-1.0,0.74,0.0364,C,0.146,-6.424,major,0.034,76.49,0.479,blues
19334,52.0,0.000314,0.503,177240.0,0.741,0.574,F,0.44,-5.672000000000001,major,0.0357,120.998,0.544,alternative
15860,44.0,0.000143,0.509,342688.0,0.7509999999999999,0.157,G#,0.108,-6.962999999999999,major,0.0351,106.001,0.133,alternative
24354,43.0,0.131,0.6859999999999999,216364.0,0.851,0.0,D,0.178,-4.678,major,0.0377,119.95296059529068,0.648,country
18537,51.0,0.00154,0.389,310600.0,0.612,1.03e-05,E,0.1159999999999999,-6.392,major,0.0355,138.351,0.16,alternative
34102,43.0,0.457,0.5329999999999999,569733.0,0.524,1.41e-06,F#,0.604,-6.938,minor,0.0712,77.635,0.367,blues
25390,56.0,0.285,0.7509999999999999,-1.0,0.6,0.0,A#,0.128,-8.11,minor,0.395,118.397,0.1369999999999999,rap
1358,23.0,0.000565,0.6859999999999999,196083.0,0.934,0.434,B,0.13,-3.652,major,0.186,150.192,0.1159999999999999,electronic
37549,71.0,0.17,0.687,178813.0,0.6409999999999999,0.0,B,0.111,-5.814,major,0.03,120.04,0.6629999999999999,rock
46870,60.0,0.0548,0.8440000000000001,147627.0,0.723,0.0,G,0.15,-4.138999999999999,major,0.246,85.01100000000001,0.552,hip-hop
19960,54.0,0.165,0.716,186107.0,0.736,0.000171,G,0.0746,-3.761,major,0.0363,98.005,0.945,alternative
371,45.0,0.000325,0.63,234240.0,0.918,0.626,A#,0.103,-5.052,minor,0.0412,126.322,0.485,electronic
31378,36.0,0.25,0.8270000000000001,162040.0,0.342,0.000333,C,0.0922,-15.828,major,0.0482,89.098,0.767,blues
41691,41.0,0.907,0.289,514147.0,0.346,0.6859999999999999,F,0.061,-15.668,major,0.0536,75.568,0.144,classical
40235,33.0,0.975,0.5660000000000001,262427.0,0.168,0.784,F,0.125,-21.388,major,0.0381,139.882,0.568,classical
12293,37.0,0.532,0.289,298613.0,0.5770000000000001,0.0,D,0.127,-7.081,major,0.033,88.56299999999999,0.261,jazz
48882,64.0,0.0696,0.908,140393.0,0.531,0.0,C,0.161,-8.993,minor,0.522,140.03799999999998,0.872,hip-hop
11845,45.0,0.989,0.304,379253.0,0.0587,0.797,C,0.093,-18.838,minor,0.0396,186.169,0.0771,jazz
2958,63.0,0.0604,0.526,277467.0,0.894,1.33e-06,F,0.5820000000000001,-5.407,minor,0.0543,101.017,0.653,electronic
42609,60.0,0.182,0.573,208560.0,0.722,0.0,F,0.29,-6.518,major,0.0295,144.209,0.59,classical
49560,52.0,0.0303,0.574,272245.0,0.593,0.157,C,0.369,-9.942,minor,0.375,176.243,0.392,hip-hop
29097,59.0,0.561,0.6609999999999999,320920.0,0.865,0.0,C#,0.8420000000000001,-4.439,major,0.362,119.95296059529068,0.731,rap
28257,52.0,0.0282,0.898,202154.0,0.511,0.00558,C#,0.128,-10.107,major,0.0528,129.987,0.302,rap
3411,28.0,0.0911,0.52,266162.0,0.597,0.71,F,0.238,-6.345,minor,0.0505,139.936,0.325,electronic
22022,59.0,0.379,0.601,272267.0,0.633,0.0,E,0.12,-7.376,major,0.0326,138.399,0.478,country
18824,46.0,0.674,0.375,211000.0,0.634,0.828,C,0.135,-10.543,major,0.0317,89.75200000000001,0.502,alternative
15734,47.0,0.00166,0.462,194573.0,0.981,0.00894,D,0.0856,-2.371,minor,0.127,154.995,0.547,alternative
6539,48.0,0.0661,0.624,-1.0,0.941,0.0,G,0.113,-4.894,major,0.0527,119.95296059529068,0.56,anime
6412,14.0,0.2019999999999999,0.608,290600.0,0.8079999999999999,0.00233,G#,0.312,-5.238,major,0.031,119.98,0.41,anime
19730,48.0,0.00121,0.688,215730.0,0.557,0.897,A,0.26,-11.458,major,0.0694,89.00299999999999,0.0696,alternative
23529,65.0,0.0658,0.521,-1.0,0.804,0.0,C,0.0521,-4.395,major,0.0569,143.952,0.5529999999999999,country
22224,45.0,0.0471,0.3229999999999999,-1.0,0.7759999999999999,0.0111,C,0.103,-5.789,major,0.0428,84.69200000000001,0.546,country
31264,37.0,0.589,0.397,242867.0,0.432,1.93e-06,C,0.109,-10.933,major,0.0282,130.063,0.221,blues
17440,62.0,0.0151,0.518,196325.0,0.6890000000000001,0.000522,A,0.107,-6.89,major,0.0409,120.115,0.35,alternative
26122,62.0,0.0123,0.6779999999999999,234160.0,0.662,0.0,C#,0.133,-6.473,major,0.3,80.318,0.498,rap
10480,45.0,0.979,0.375,289080.0,0.0357,0.0007379999999999,B,0.175,-24.723000000000003,major,0.0434,100.884,0.1689999999999999,jazz
21954,38.0,0.653,0.591,190032.0,0.3879999999999999,0.000214,F,0.1669999999999999,-8.068999999999999,major,0.0267,105.977,0.122,country
14839,45.0,0.0118,0.612,364427.0,0.507,0.00316,E,0.1119999999999999,-8.821,minor,0.0361,137.987,0.313,jazz
12195,31.0,0.335,0.479,129333.0,0.223,6.84e-06,C#,0.161,-13.118,major,0.05,111.662,0.649,jazz
15991,43.0,0.7659999999999999,0.5539999999999999,141173.0,0.286,0.0313,C,0.1009999999999999,-12.404000000000002,major,0.129,116.956,0.0612,alternative
28661,59.0,0.068,0.716,-1.0,0.629,0.0,E,0.138,-6.091,minor,0.0376,151.947,0.16,rap
18618,40.0,0.946,0.685,-1.0,0.306,0.0843,C,0.417,-13.222,major,0.371,84.03200000000001,0.7340000000000001,alternative
36214,73.0,0.176,0.631,181067.0,0.69,0.0,D,0.121,-6.676,major,0.0531,94.574,0.938,rock
26286,61.0,0.0469,0.807,-1.0,0.861,0.0,A#,0.344,-3.164,minor,0.421,175.983,0.715,rap
44590,0.0,0.925,0.369,222667.0,0.0261,0.00952,G#,0.111,-27.334,minor,0.0522,111.783,0.251,classical
47753,51.0,0.035,0.563,305267.0,0.62,0.0,F,0.12,-4.85,major,0.0355,119.95296059529068,0.11,hip-hop
33727,39.0,0.0191,0.526,313240.0,0.609,0.0016699999999999,F,0.107,-6.098,major,0.0269,139.072,0.439,blues
18584,56.0,2.62e-05,0.602,258427.0,0.907,0.0033299999999999,C#,0.222,-5.587000000000001,major,0.0522,104.348,0.461,alternative
46964,55.0,0.177,0.812,-1.0,0.727,0.0,C#,0.282,-5.156000000000001,major,0.2769999999999999,89.962,0.475,hip-hop
7357,16.0,0.00883,0.511,-1.0,0.928,0.000123,G#,0.121,-3.892,major,0.0442,119.95296059529068,0.368,anime
28715,67.0,0.00807,0.7659999999999999,168495.0,0.703,0.0,A#,0.0618,-5.877000000000001,minor,0.163,163.06,0.331,rap
25793,54.0,0.0908,0.6990000000000001,191229.0,0.76,0.0,C,0.341,-6.395,major,0.12,172.03599999999997,0.621,rap
9581,17.0,0.000453,0.376,268627.0,0.941,0.0,C#,0.156,-3.204,major,0.091,154.97899999999998,0.5770000000000001,anime
49353,68.0,0.0417,0.8540000000000001,260453.0,0.645,0.0001149999999999,F#,0.103,-8.021,minor,0.141,142.053,0.569,hip-hop
25233,68.0,0.0757,0.743,278084.0,0.679,0.0,A#,0.347,-8.295,minor,0.286,147.752,0.618,rap
45189,65.0,0.203,0.655,232857.0,0.642,2.3e-05,A,0.11,-6.757999999999999,major,0.0729,83.97399999999999,0.208,hip-hop
44104,39.0,0.91,0.174,642000.0,0.124,0.87,A,0.0624,-20.532,minor,0.0391,119.95296059529068,0.038,classical
48772,48.0,0.2289999999999999,0.7829999999999999,96048.0,0.471,0.0316,A#,0.341,-8.792,minor,0.345,154.976,0.213,hip-hop
38091,64.0,0.505,0.56,329667.0,0.32,0.472,G#,0.11,-14.34,major,0.0313,82.51100000000001,0.107,rock
42106,42.0,2.68e-06,0.358,164933.0,0.938,0.311,G,0.3279999999999999,-4.425,major,0.0615,165.78099999999998,0.36,classical
14267,40.0,0.0002109999999999,0.677,234707.0,0.738,0.727,C#,0.093,-8.589,major,0.034,100.02,0.535,jazz
18700,48.0,0.606,0.828,186923.0,0.387,2e-05,D,0.0724,-12.242,major,0.113,129.997,0.207,alternative
6117,42.0,0.0279999999999999,0.551,98467.0,0.8959999999999999,1.19e-05,D,0.254,-2.559,major,0.172,142.076,0.831,anime
18850,43.0,0.005,0.8170000000000001,345973.0,0.565,0.0011099999999999,C#,0.711,-7.78,major,0.0706,110.993,0.159,alternative
43640,34.0,0.8540000000000001,0.182,184707.0,0.1889999999999999,0.8,C#,0.157,-16.649,major,0.0352,119.95296059529068,0.0372,classical
11525,48.0,0.337,0.415,210133.0,0.305,0.000172,E,0.208,-12.833,major,0.031,76.743,0.434,jazz
6379,13.0,0.0662,0.649,260000.0,0.669,0.0,G#,0.283,-10.747,major,0.0351,152.822,0.7609999999999999,anime
19700,49.0,0.0026,0.512,224237.0,0.672,0.00716,C#,0.254,-5.44,major,0.0279999999999999,166.00400000000002,0.552,alternative
18654,48.0,0.0149,0.5660000000000001,203880.0,0.6809999999999999,0.0,A,0.104,-5.443,minor,0.0299,119.95296059529068,0.187,alternative
5986,27.0,7.099999999999999e-05,0.63,97853.0,0.868,0.8170000000000001,C,0.0538,-6.263,major,0.0387,124.936,0.542,anime
47040,63.0,0.623,0.645,259144.0,0.6579999999999999,1.91e-05,C#,0.107,-6.625,major,0.0532,77.021,0.19,hip-hop
6395,14.0,0.0016,0.523,260573.0,0.942,5.6e-06,F,0.134,-3.0980000000000003,minor,0.0875,163.115,0.826,anime
34559,64.0,0.795,0.631,188693.0,0.354,0.000107,C#,0.0879,-11.112,major,0.0313,73.007,0.522,blues
13599,43.0,0.29,0.7340000000000001,216664.0,0.5529999999999999,0.775,A,0.118,-10.079,minor,0.0594,135.037,0.336,jazz
24686,42.0,0.0876,0.7490000000000001,189500.0,0.546,0.0,C,0.259,-8.05,major,0.262,80.979,0.621,country
31731,33.0,0.397,0.674,-1.0,0.493,2.96e-06,G#,0.1009999999999999,-6.821000000000001,major,0.0318,124.941,0.35,blues
20124,55.0,0.349,0.446,245693.0,0.519,0.00599,C,0.249,-7.585,major,0.0274,151.267,0.3829999999999999,country
25925,67.0,0.049,0.7070000000000001,160013.0,0.7120000000000001,0.0,G,0.136,-6.506,minor,0.0655,119.9,0.248,rap
21924,42.0,0.906,0.5920000000000001,134773.0,0.28,0.00122,B,0.109,-14.453,major,0.0495,107.384,0.631,country
23072,38.0,0.2019999999999999,0.736,144093.0,0.71,0.0,C#,0.1369999999999999,-8.736,minor,0.0431,103.961,0.7509999999999999,country
17776,54.0,0.000376,0.475,225853.0,0.835,7.91e-05,B,0.123,-5.3660000000000005,major,0.0427,74.971,0.473,alternative
1439,31.0,0.000135,0.39,248093.0,0.622,0.5379999999999999,F,0.688,-11.123,major,0.027,146.24,0.251,electronic
28465,55.0,0.2239999999999999,0.738,-1.0,0.7090000000000001,0.0,F,0.504,-4.87,minor,0.238,95.945,0.8320000000000001,rap
45592,50.0,0.0236,0.792,198773.0,0.6,0.0,G,0.419,-6.157,major,0.228,89.985,0.4629999999999999,hip-hop
34111,37.0,0.528,0.636,201547.0,0.818,0.0938,C,0.162,-8.939,major,0.0354,117.618,0.908,blues
2101,46.0,0.000587,0.619,256213.0,0.873,0.375,E,0.259,-9.529,minor,0.0439,128.309,0.43,electronic
39792,52.0,0.00199,0.406,205667.0,0.6829999999999999,1.29e-05,C,0.3829999999999999,-6.593,major,0.0327,126.737,0.821,rock
34106,27.0,0.223,0.643,167667.0,0.758,0.0,D#,0.255,-6.232,minor,0.039,151.55100000000002,0.757,blues
12062,48.0,0.0111,0.71,218533.0,0.956,0.188,C#,0.2019999999999999,-7.282999999999999,major,0.0574,115.991,0.562,jazz
5162,17.0,0.971,0.1369999999999999,115593.0,0.188,0.931,G#,0.118,-16.205,minor,0.0371,69.102,0.0394,anime
34095,33.0,0.0449,0.425,415173.0,0.903,0.1159999999999999,C,0.8690000000000001,-7.461,major,0.0363,109.828,0.74,blues
42195,40.0,0.845,0.607,187800.0,0.474,0.94,A,0.124,-11.24,minor,0.0282,139.89,0.805,classical
31884,28.0,0.00286,0.4529999999999999,158013.0,0.958,8.9e-05,C,0.161,-4.678999999999999,major,0.118,154.476,0.414,blues
